Plant type,Species,Author,Journal,Year,Kingdom,Phylum,Angiosperm or Gymnosperm,Dicot or Monocot,Class,Order,Family,Accepted name,Growth form Raunkiaer,Growth form author
Herbaceous perennial,Dactylorhiza lapponica,"Sletvold, Oien, & Moen",Biol Cons,2010,Plantae,Magnoliophyta,Angiosperm,Monocot,Magnoliopsida,Asparagales,Orchidaceae,Dactylorhiza lapponica,Hemicryptophyte,Rosette
Liana,Daemonoropos cf. poilanei,Binh,PhD thesis,2009,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Arecales,Arecaceae,Calamus platyacanthoides,Mesophanerophyte,
Palm,Daemonorops cf. poilanei,Bihn & Zuidema,PhD thesis,2009,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Arecales,Arecaceae,Daemonorops mollispina,Nanophanerophyte,
Herbaceous perennial,Danthonia sericea,Moloney,Ecol,1988,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Poales,Poaceae,Danthonia sericea,Hemicryptophyte,vegetative tilling
Herbaceous perennial,Daphne rodriguezii,Rodriguez-Perez & Traveset,Oikos,2012,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Malvales,Thymelaceae,,,
Herbaceous perennial,Daucus carota,Verkaar & Schenkeveld,New Phyto,1984,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Apiales,Apiaceae,Daucus carota,Hemicryptophyte,Rosette
Algae,Delisea pulchra,Wright & Steinberg,Ecol,2001,Chromalveolata,Heterokontophyta,.,.,Phaeophyceae,Dictyotales,Dictyotaceae,Delisea pulchra,,
Herbaceous perennial,Delphinium bolosii,"Iriondo, Albert, Gimenez, Lozano & Escudero",Book,2009,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Ranunculales,Ranunculaceae,,,
Tree,Dendropanax trifidus,"Shimatani, Kubota, Araki, Aikawa & Manabe",Plant Spp Biol,2007,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Ericales,Theaceae,Dendropanax trifidus,Mesophanerophyte,
Liana,Desmoncus orthacanthos,"Escalante, Montana, & Orellana",Forest Ecol & Manag,2004,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Arecales,Arecaceae,Desmoncus orthacanthos,Macrophanerophyte,
Herbaceous perennial,Dicerandra frutescens,"Menges, Quintana-Ascencio, Weekley & Gaoue",Biol Cons,2006,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Lamiales,Lamiaceae,Dicerandra frutescens,Chamaephyte,
Tree,Dicorynia guianensis,"Picard, Mortier & Chagneau",Ecol Model,2008,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Fabales,Fabaceae,Dicorynia guianensis,Mesophanerophyte,Monopodial
Tree,Dicymbe altsonii,Zagt & Boot,Zagt PhD thesis 1997,1997,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Fabales,Fabaceae,Dicymbe altsonii,Macrophanerophyte,Monopodial
Herbaceous perennial,Digitalis purpurea,Baalen & Prins,Oeco,1983,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Lamiales,Plantaginaceae,Digitalis purpurea,Hemicryptophyte,Rosette
Herbaceous perennial,Digitaria eriantha,O'Connor,J Appl Ecol,1993,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Poales,Poaceae,Digitaria eriantha,Geophyte,Stoloniferous
Epiphyte,Dimerandra emarginata,Zotz,Trop Ecol,1998,Plantae,Magnoliophyta,Angiosperm,Monocot,Magnoliopsida,Asparagales,Orchidaceae,Dimerandra emarginata,Epiphyte,Rhizome
Palm,Dion merolae,"Lazaro-Zermeno, Gonzalez-Espinosa, Mendoza, Martinez-Ramos, Quintana-Ascencio",Forest Ecol & Manag,2010,Plantae,Cycadophyta,Gymnosperm,.,Cycadophyta,Cycadales,Zamiaceae,Dioon edule,,
Palm,Dion sonorense,"Alvarez-Yepiz, Dovciak & Burquez",Biol Cons,2011,Plantae,Cycadophyta,Gymnosperm,.,Cycadophyta,Cycadales,Zamiaceae,Dioon edule,,
Palm,Dioon edule,"Octavio-Aguilar, Gonzalez-Astorga & Vovides",Bot J Lin Soc,2008,Plantae,Cycadophyta,Gymnosperm,.,Cycadophyta,Cycadales,Zamiaceae,Dioon edule,Mesophanerophyte,Monopodial
Herbaceous perennial,Dipsacus sylvestris,Caswell,Ecol,1977,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Dipsacales,Dipsacaceae,Dipsacus fullonum sylvestris,Hemicryptophyte,Rosette
Herbaceous perennial,Dipsacus sylvestris 2,Caswell,Ecol,1977,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Dipsacales,Dipsacaceae,Dipsacus fullonum sylvestris,Hemicryptophyte,Rosette
Herbaceous perennial,Disporum sessile,"Schoichi, Takenori, Shuichi & Akira","Differentiation Patterns in Higher Plants, AP",1987,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Liliales,Liliaceae,Disporum sessile,Hemicryptophyte,
Herbaceous perennial,Disporum smilacinum,"Schoichi, Takenori, Shuichi & Akira","Differentiation Patterns in Higher Plants, AP",1987,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Liliales,Liliaceae,Disporum smilacinum,Hemicryptophyte,
Tree,Distylium racemosum,"Manabe, Nishimura, Miura & Yamamoto",Plant Ecol,2000,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Saxifragales,Hamamelidaceae,,Mesophanerophyte,
Shrub,Dodonaea angustifolia,Bekele,PhD thesis,2000,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Sapindales,Sapindaceae,,Nanophanerophyte,
Herbaceous perennial,Dorycnium spectabile,"Iriondo, Albert, Gimenez, Lozano & Escudero",Book,2009,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Fabales,Fabaceae,,,
Tree,Dracaena cinnabari,"Habrova, Cermak & Pavlis",Biol Cons,2009,Plantae,Magnoliophyta,Angiosperm,Monocot,Magnoliopsida,Asparagales,Agavaceae,Dracaena cinnabari,Mesophanerophyte,Monopodial
Herbaceous perennial,Dracocephalum austriacum,Andrello et al.,Cons Biol,2012,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Lamiales,Lamiaceae,,,
Herbaceous perennial,Dracocephalum austriacum 2,Mumzbergova,Fol Geobot,2012,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Lamiales,Lamiaceae,,,
Herbaceous perennial,Drosera anglicana,"Nordbakken, Rydgren & Okland",J Ecol,2004,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Caryophyllales,Droseraceae,,Hemicryptophyte,Rosette
Herbaceous perennial,Drosera rotundifolia,"Nordbakken, Rydgren & Okland",J Ecol,2004,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Caryophyllales,Droseraceae,Drosera rotundifolia,Hemicryptophyte,Rosette
Herbaceous perennial,Dryas octopetala,McGraw & Antonovics,J Ecol,1983,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Rosales,Rosaceae,Dryas octopetala,Hemicryptophyte,clonal
Tree,Duguetia neglecta,Zagt & Boot,Zagt PhD thesis 1997,1997,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Magnoliales,Annonaceae,Duguetia neglecta,Macrophanerophyte,Monopodial
Succulent,Echeveria longissima,Martorell,Popul Ecol,2007,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Saxifragales,Crassulaceae,,Chamaephyte,Rosette
Herbaceous perennial,Echinacea angustifolia,"Dalgleish, Koons, & Adler",J Ecol,2010,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Asterales,Asteraceae,Echinacea angustifolia,,
Herbaceous perennial,Echinacea angustifolia 2,Hurlburt,PhD thesis,1999,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Asterales,Asteraceae,Echinacea angustifolia,Hemicryptophyte,
Succulent,Echinocactus platyacanthus,"Jimenez-Sierra, Mandujano & Eguiarte",Biol Cons,2007,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Caryophyllales,Cactaceae,,Nanophanerophyte,barrel cactus
Succulent,Echinocereus lindsayi,Martorell,Popul Ecol,2012,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Caryophyllales,Cactaceae,,,
Herbaceous perennial,Echinospartum algibicum,"Iriondo, Albert, Gimenez, Lozano & Escudero",Book,2009,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Fabales,Fabaceae,,,
Herbaceous perennial,Echium vulgare,Klemow & Raynal,J Ecol,1985,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Lamiales,Boraginaceae,Echium vulgare,Hemicryptophyte,"Rosette, facultative biennial"
Palm,Encephalartos cycadifolius,Raimondo & Donaldson,Biol Cons,2003,Plantae,Cycadophyta,Gymnosperm,.,Cycadophyta,Cycadales,Zamiaceae,Encephalartos cycadifolius,Geophyte,"multiple, usually subterranean stems"
Palm,Encephalartos villosus,Raimondo & Donaldson,Biol Cons,2003,Plantae,Cycadophyta,Gymnosperm,.,Cycadophyta,Cycadales,Zamiaceae,Encephalartos villosus,Geophyte,one subterranean stem
Epiphyte,Encyclia tampensis,Larson,Selbyana,1992,Plantae,Magnoliophyta,Angiosperm,Monocot,Magnoliopsida,Asparagales,Orchidaceae,,Epiphyte,
Tree,Entandrophragma cylindricum,"Picard, Yalibanda, Namkosserena & Baya",Ecol  & Manag,2008,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Sapindales,Meliaceae,,Macrophanerophyte,Monopodial
Shrub,Epacris barbata,"Keith, Tozer, Regan & Regan",Aust J Bot,2007,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Ericales,Ericaceae,,,
Tree,Eperua falcata,"Chagneau, Morrtier & Picard","Journal of the Royal Statistical Society, Series C (Applied Statistics)",2009,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Fabales,Caesalpiniaceae,Eperua falcata,Macrophanerophyte,Monopodial
Herbaceous perennial,Epilobium latifolium,Doak,Ecol,1992,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Myrtales,Onagraceae,Chamerion latifolium,Hemicryptophyte,Clonal forb
Herbaceous perennial,Epipactis atrorubens,"Jakalaniemi, Crone, Narhi & Tuomi",Rejected from Am Nat,?,Plantae,Magnoliophyta,Angiosperm,Monocot,Magnoliopsida,Asparagales,Orchidaceae,Epipactis atrorubens,Geophyte,
Shrub,Eremophila forrestii,"Watson, Westoby & Holm",J Ecol,1997,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Lamiales,Myoporaceae,,Nanophanerophyte,"Evergreen, woody shrub, erect often multistemmed. Max height ~3m"
Shrub,Eremophila maitlandii,"Watson, Westoby & Holm",J Ecol,1997,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Lamiales,Myoporaceae,,Nanophanerophyte,"Evergreen, woody shrub, compact and uprigth multi stemmed. Max height~2m"
Shrub,Eremosparton songoricum,"Zhang, Wang and Shi",Chin J Plant Ecol,2009,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Fabales,Fabaceae,,,
Liana,Eremospatha macrocarpa,"Kouassi, Barot, Gignoux & Bi",J Trop Ecol,2008,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Arecales,Arecaceae,Eremospatha macrocarpa,Nanophanerophyte,Monopodial
Shrub,Erica ciliaris,"Bullock, White, Prudhomme, Tansey, Perea & Hooftman",J Ecol,2011,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Ericales,Ericaceae,,,
Herbaceous perennial,Erigeron acer subspp. decoloratus,"Jakalaniemi, Siikamaki, Kilpia & Tuomi",Oeco,2009,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Asterales,Asteraceae,,Hemicryptophyte,
Herbaceous perennial,Erigeron kachinesis,Allphin & Harper,Am Midl Nat,1997,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Asterales,Asteraceae,,Hemicryptophyte,Rosette
Herbaceous perennial,Eriogonum longifolium var. gnaphalifolium,McConnell & Menges,Nat Areas J,2002,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Caryophyllales,Polygonaceae,,Hemicryptophyte,Rosette
Herbaceous perennial,Eriophorum angustifolium subspp. triste,"Tolvanen, Schroderus & Henry",J Veg Sci,2001,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Poales,Cyperaceae,,Geophyte,"Tiller, rhizomatous sedge"
Herbaceous perennial,Eriophorum vaginatum,Fetcher & Shaver,J Ecol,1983,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Poales,Cyperaceae,,,
Herbaceous perennial,Erodium paularense,"Iriondo, Albert, Gimenez, Lozano & Escudero",Book,2009,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Geraniales,Geraniaceae,,,
Herbaceous perennial,Eryngium alpinum,,,,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Apiales,Apiaceae,,Hemicryptophyte,
Herbaceous perennial,Eryngium cuneifolium,Menges & Quintana-Ascencio,adult2,adult3,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Apiales,Apiaceae,Eryngium cuneifolium,Hemicryptophyte,Rosette
Herbaceous perennial,Eryngium maritimum,"Curle, Stabbetorp & Nordal",110.46,131.714,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Apiales,Apiaceae,Eryngium cuneifolium,,
Herbaceous perennial,Erysimum capitatum subspp. angustatum,Pavlik & Manning,0,0,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Brassicales,Brassicaceae,,Hemicryptophyte,Rosette
Herbaceous perennial,Erythronium japonicum,"Schoichi, Takenori, Shuichi & Akira",0,0,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Liliales,Liliaceae,Erythronium japonicum,Geophyte,Corm
Succulent,Escontria chiotilla,Ortega-Baes,0,0.067,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Caryophyllales,Cactaceae,,Nanophanerophyte,Columnar
Succulent,Espeletia spicata,"Silva, Trevisan, Estrada & Monasterio",0.063,0.133,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Asterales,Asteraceae,,Nanophanerophyte,Rosette
Succulent,Espeletia timotensis,"Silva, Trevisan, Estrada & Monasterio",0.063,0,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Asterales,Asteraceae,,Nanophanerophyte,Rosette
Herbaceous perennial,Eupatorium perfoliatum,Byers & Meagher,Ecol Appl,1997,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Asterales,Asteraceae,Eupatorium perfoliatum,Helophyte,Buds
Herbaceous perennial,Eupatorium resinosum,Byers & Meagher,Ecol Appl,1997,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Asterales,Asteraceae,Eupatorium resinosum,Helophyte,Buds
Succulent,Euphorbia clivicola,Pfab & Witkowski,Biol Cons,2000,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Malpighiales,Euphorbiaceae,,,
Succulent,Euphorbia fontqueriana,"Iriondo, Albert, Gimenez, Lozano & Escudero",Book,2009,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Malpighiales,Euphorbiaceae,,,
Palm,Euterpe edulis,"Silva-Matos, Freckleton & Watkinson",Ecol,1999,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Arecales,Arecaceae,Euterpe edulis,Mesophanerophyte,Monopodial
Palm,Euterpe edulis,Freckleton et al,,2003,,,,,,,,,,
Palm,Euterpe oleraceae,"Arango, Duque & Munoz",Intl J Trop Biol,2010,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Arecales,Arecaceae,,Mesophanerophyte,
Palm,Euterpe precatoria,Pena-Claros & Zuidema,Ecol Bolivia,2000,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Arecales,Arecaceae,Euterpe precatoria,Mesophanerophyte,
Shrub,Fabiana imbricata,Ruete,BSc thesis,2006,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Solanales,Solanaceae,,,
Tree,Fagus crenata,Nakashizuka,J Veg Sci,1991,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Fagales,Fagaceae,Fagus crenata,Macrophanerophyte,
Tree,Fagus grandifolia,"Batista, Platt & Macchiavelli",Ecol,1998,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Fagales,Fagaceae,Fagus grandifolia,Macrophanerophyte,Monopodial
Tree,Fagus sylvatica,"Lopez, Ortuno, Martin & Fullana",Ann For Sci,2007,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Fagales,Fagaceae,Fagus sylvatica,Macrophanerophyte,Monopodial
Herbaceous perennial,Festuca gracillima,"Oliva, Collantes & Humano",Rang Ecol Manag,2005,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Poales,Poaceae,,Hemicryptophyte,Tillers/Tussock
Tree,Ficus microcarpa,Zeng,PhD thesis,2001,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Rosales,Moraceae,Ficus thonningii,Mesophanerophyte,
Tree,Ficus virens,Zeng,PhD thesis,2001,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Rosales,Moraceae,,Mesophanerophyte,
Herbaceous perennial,Fragaria vesca,Schulze,Popul Ecol,2012,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Rosales,Rosaceae,,,
Herbaceous perennial,Frasera speciosa,Taylor & Inoye,Ecol,1985,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Gentianales,Gentianaceae,,,
Herbaceous perennial,Fritillaria camschatcensis,Shimizu,Evol,2000,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Liliales,Liliaceae,,Geophyte,Bulb
Herbaceous perennial,Fritillaria camschatcensis,Yonezawa et al.,,2000,,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Liliales,Liliaceae,,Geophyte,Bulb
Herbaceous perennial,Fritillaria meleagris,Zhang & Hytteborn,Hol Ecol,1985,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Liliales,Liliaceae,Fritillaria meleagris,Geophyte,Bulb
Annual,Froelichia floridana,McCauley & Ungar,Rest Ecol,2002,Plantae,Magnoliophyta,Angiosperm,Eudicot,Liliopsida,Zingiberales,Marantaceae,Froelichia floridana,Therophyte,
Algae,Fucus distichus,Ang & de Wreede,Mar Ecol Prog Ser,1993,Chromalveolata,Heterokontophyta,.,.,Phaeophyceae,Fucales,Fucaceae,Fucus distichus,,
Shrub,Fumana procumbens,Bengtsson,J Ecol,1993,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Malvales,Cistaceae,,Nanophanerophyte,woody shrub
Tree,Garcinia lucida,"Guedje, Zuidema, During, Foahom & Lejoly",Forest Ecol & Manag,2007,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Malpighiales,Clusiaceae,,Mesophanerophyte,Monopodial
Shrub,Gardenia actinocarpa,Osunkoya,Biol Cons,2003,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Gentianales,Rubiaceae,Gardenia actinocarpa,Nanophanerophyte,dioecious shrub
Shrub,Gaultheria procumbens,"Donohue, Foster & Motkin",J Ecol,2000,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Ericales,Ericaceae,,,
Herbaceous perennial,Gaura neomexicana subspp. coloradensis,Floyd & Ranker,Int J Plant Sci,1998,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Myrtales,Onagraceae,,Hemicryptophyte,Rosette
Algae,Gelidium sesquipedale,Santos & Nyman,J Appl Phyco,1998,Chromalveolata,Heterokontophyta,.,.,Florideophyceae,Gelidiales,Gelidiaceae ,Gelidium corneum,,
Algae,Gelidium sesquipedale 2,Santos & Nyman,Mar Ecol Prog Ser,1994,Chromalveolata,Heterokontophyta,.,.,Florideophyceae,Gelidiales,Gelidiaceae ,Gelidium corneum,,
Herbaceous perennial,Gentiana pneumonanthe,Oostermeijer,J Ecol,1996,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Gentianales,Gentianaceae,,Hemicryptophyte,Rosette
Herbaceous perennial,Gentiana pneumonanthe 2,"Chapman, Rose, Clarke",J Appl Ecol,1989,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Gentianales,Gentianaceae,,Hemicryptophyte,Rosette
Herbaceous perennial,Gentianella amarella,Lennartsson,Plant Syst Evol,1997,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Gentianales,Gentianaceae,,,
Herbaceous perennial,Gentianella campestris,Lennartsson & Oostermeijer,J Ecol,2001,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Gentianales,Gentianaceae,,Hemicryptophyte,"Rosette, obligate biennial"
Herbaceous perennial,Gentianella praecox subspp. bohemica,Buchrova & Munzbergova,Biol Cons,2012,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Gentianales,Gentianaceae,,,
Palm,Geonoma brevispatha,Souza & Martins,Aust Ecol,2006,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Arecales,Arecaceae,,Mesophanerophyte,Monopodial
Palm,Geonoma deversa,"Zuidema, de Kroon, Werger",Ecol Appl,2007,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Arecales,Arecaceae,Geonoma deversa,Mesophanerophyte,"Cluster, polypodial palm"
Palm,Geonoma macrostachys,Svenning,Plant Ecol,2002,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Arecales,Arecaceae,Geonoma macrostachys,Mesophanerophyte,Monopodial
Palm,Geonoma orbignyana,"Rodriguez-Buritica, Orjuela & Galeano",Forest Ecol & Manag,2005,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Arecales,Arecaceae,Geonoma orbignyana,Mesophanerophyte,Monopodial
Palm,Geonoma schottiana,"Sampaio, Scariot",J Trop Ecol,2010,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Arecales,Arecaceae,Geonoma orbignyana,,
Herbaceous perennial,Geranium sylvaticum,"Ramula, Toivonen & Mutikainen",Int J Plant Sci,2007,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Geraniales,Geraniaceae,Geranium sylvaticum,Hemicryptophyte,Multiple Flowering Stalks
Herbaceous perennial,Geum reptans,"Weppler, Stoll & Stocklin",J Ecol,2006,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Rosales,Rosaceae,Geum reptans,Hemicryptophyte,Rosette
Herbaceous perennial,Geum rivale,Kiviniemi,Plant Ecol,2002,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Rosales,Rosaceae,Geum rivale,Hemicryptophyte,Clonal rhyzome
Annual,Gilia tenuiflora subspp. arenaria,Fox,Cons Biol,2007,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Ericales,Polemoniaceae,,Therophyte,
Annual,Gilia tenuiflora subspp. hoffmannii,"Levine, McEachern & Cowan",J Ecol,2008,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Ericales,Polemoniaceae,,Therophyte,Forb
Tree,Gleditsia triacanthos,Marco & Paez,Env Manag,2000,Protista,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Fabales,Fabaceae,Gleditsia triacanthos,Mesophanerophyte,Monopodial
Algae,Gracilaria gracilis,"Engel, Aberg, Gaggiotti, Destombe & Valero",J Ecol,2001,Plantae,Rhodophyta,.,.,Florideophyceae ,Gracilariales,Gracilariaceae,Gracilaria gracilis,Hydrophyte,
Shrub,Grevillea caleyi,"Regan, Auld, Keith & Burgman",Biol Cons,2003,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Proteales,Proteaceae,,,
Shrub,Grevillea iaspicula,"Hoebee, Thrall & Young",Cons Genet,2008,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Proteales,Proteaceae,,,
Tree,Grias peruviana,Peters,Book,1991,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Ericales,Lecythidaceae,Grias peruviana,Mesophanerophyte,Monopodial
Tree,Guaiacum sanctum ,CITES,Plants Committee,2008,Plantae,Magnoliopsida,Angiosperm,Eudicot,Magnoliopsida,Zygophyllales,Zygophyllaceae,,,
Epiphyte,Guarianthe aurantiaca,Mondragon,Plant Spp Biol,2009,Plantae,Magnoliophyta,Angiosperm,Monocot,Magnoliopsida,Asparagales,Orchidaceae,Guarianthe aurantiaca,Geophyte,Pseudobulbs
Tree,Guettarda viburnoides,"Loayza, Knight",Ecol,2010,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Gentianales,Rubiaceae,,Epiphyte,
Herbaceous perennial,Gymnadenia conopsea,Hutchings,,,Plantae,Magnoliophyta,Angiosperm,Monocot,Magnoliopsida,Asparagales,Orchidaceae,,Hemicryptophyte,
Herbaceous perennial,Haplopappus radiatus,Kaye & Pyke,Ecol,2003,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Asterales,Asteraceae,Pyrrocoma radiata,Hemicryptophyte,
Succulent,Harrisia fragrans,Rae & Ebert,Int J Plant Sci,2002,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Caryophyllales,Cactaceae,Harrisia fragrans,Mesophanerophyte,Columnar
Herbaceous perennial,Hedyotis nigricans,"Dalgleish, Koons, & Adler",J Ecol,2010,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Gentianales,Rubiaceae,Stenaria nigricans,Hemicryptophyte,Forb
Shrub,Hedysarum laeve,Li & Zuidema,PhD thesis,2010,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Lamiales,Lamiaceae,Hedysarum fruticosum laeve,Nanophanerophyte,
Herbaceous perennial,Helenium virginicum,"Adams, Marsh & Knox",Biol Cons,2003,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Asterales,Asteraceae,Helenium virginicum,Hemicryptophyte,Rosette
Shrub,Helianthemum juliae,"Marrero-Gomez, Oostermeijer, Carque-Alamo & Banares-Baudet",Biol Cons,2007,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Malvales,Cistaceae,,Nanophanerophyte,small iteroparous shrub
Herbaceous perennial,Helianthemum polygonoides,"Iriondo, Albert, Gimenez, Lozano & Escudero",Book,2009,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Malvales,Cistaceae,,,
Herbaceous perennial,Helianthemum teneriffae,"Iriondo, Albert, Gimenez, Lozano & Escudero",Book,2009,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Malvales,Cistaceae,,,
Herbaceous perennial,Helianthus divaricatus,Nantel & Gagnon,Ecol,1999,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Asterales,Asteraceae,Helianthus divaricatus,Geophyte,Clonal rhyzome
